"country,iso3,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region,city,city_ascii,lat,lng,iso2,capital,Capa",
,
## References,
,
"1- https://www.add.gov.ma/%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A-%D9%84%D9%84%D8%AA%D9%83%D9%88%D9%8A%D9%86-%D9%81%D9%8A-%D9%85%D8%AC%D8%A7%D9%84-%D8%A7%D9%84%D8%AA%D9%83%D9%86%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D9%8A%D9%84-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A"",1.0,0.3333333333333333,1.0,4.199999999999999,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Northern Africa,Africa,Casablanca,Casablanca,33.5333,-7.5833,MA,admin,Capacidades",
"Mozambique,MOZ,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There are no public initiatives on open data production and access. However, it is known that the country is preparing a biometric data system that can facilitate access to public and private services in Mozambique.",
,
"The National Communications Institute announced in April 2021 that data is the basis for digital identity. Biometric data will allow registration through fingerprints, voice, facial features, behavioral gestures, and genetic material of the person.  ",
,
"We note that Mozambique does not have an annual training plan for its civil servants, although there are specialised training schools for public servants.",
,
Sources,
(1) https://www.dw.com/pt-002/como-mo%C3%A7ambique-entra-na-era-da-identidade-digital/a-57103717,
"(2) www.maefp.gov.mz"",0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Eastern Africa,Africa,Maputo,Maputo,-25.9667,32.5833,MZ,primary,Capacidades",
"Namibia,NAM,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""This is one of the isolated cases under which government trainings on data is targeted to Civil servants has been reported.  However it is fair to assume that government in general have been rolling out training for officials on data Maning since data has increasingly become a large part of the government business.",
"Additionally a new Revenue Agency was recently launched during the years under review, and in particular is enforcing  Online filing of taxations, this means that new data skills had to be developed ",
,
Sources: ,
,
"1. Namibia Statistics Agency, 2020, available at https://d3rp5jatom3eyn.cloudfront.net/cms/assets/documents/Media_statement_Covid_Hub1.pdf",
"2. New Era Newspaper, (2019) Recruitment Agency to commence soon,  https://neweralive.na/posts/recruitment-for-revenue-agency-to-commence-soon"",1.0,0.3333333333333333,1.0,20.4,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Southern Africa,Africa,Windhoek,Windhoek,-22.57,17.0836,,primary,Capacidades",
"Nepal,NPL,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The Nepal Administrative Staff College [1], which is the national level autonomous institution responsible for providing necessary training on career development for the employees of the Government of Nepal and Public Enterprises doesn't have any dedicated curriculum and training program to develop civil servants' data literacy and data skills. But there is isolated evidence of the government supporting civil servants' training on data matters, usually by attending and supporting the training program organized by civil society. The various departments of the government agencies have been supporting events [2] and have collaborated to organize national level substantive training [3]. There is a lack in the reach, due to which the gap of skill sets  between government officers is seen, but the CSOs are frequently organizing the national level sensitization events [4] and developing required resources via projects like Open Data Awareness Program [5], Nepal Data Literacy Program [6], etc.",
,
[1] Nepal Administrative Staff College: https://www.nasc.org.np/,
[2] Open Nepal - Event page: http://opennepal.net/events,
[3] National Substantive Training on Open Government Data for Sustainable Development: https://publicadministration.un.org/en/news-and-events/calendar/ModuleID/1146/ItemID/2902/mctl/EventDetails,
[4] Sustainable use of Technology for Public Sector Accountability in Nepal - Event page: https://susasan.org/events,
[5] Open Data Awareness Program: http://odap.oknp.org/,
"[6] Nepal Data Literacy Program: https://dataliteracy.github.io/"",1.0,0.3333333333333333,1.0,14.7,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,East-West Management Institute Inc. (EWMI),Southern Asia,South and East Asia,Kathmandu,Kathmandu,27.71,85.32,NP,primary,Capacidades",
"Netherlands,NLD,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There is no standard, centralized training that civil servants and government organisations go through, but there are lots of initiatives and platforms that are at their disposal if they wish to use them to find information, or develop knowledge and skills. For the most part, government initiatives to train civil servants on data matters are laid down in NL DIGITAL: Data Agenda Government. The objective of this agenda is to promote the sharing, combining and analysis of data through cooperation between governments. The element consists of five elements, the last two of which are relevant here: 4. Collecting and sharing knowledge on working data-driven,  and 5. Investing in people, organisations and culture change'. (1) As part of number 4, the Learning and Expertise Center Data-driven working (LED) was set up. Here, best practices, methods and techniques and knowledge about data-driven working are collected and shared. (2) For example, they created the Data Governance Self-assessment tool, consisting of 43 questions on 8 themes, determining the position and ambition of a government organisation when it comes to data governance. Also, in 2020 LED launched the 'Toolkit Data-driven Working', with methods, techniques, prerequisites, best practices, case studies, interviews, tips from experts, information on ethical and legal aspects, et cetera. (3) Another example included in the Data Agenda Government, is the Den Bosch Data Week that the Ministry of Interior Affairs supports. This week is about showing government organisations and other target audiences what the social value of data can be. (4) Also, different knowledge conferences are organised by different government organisations. (5) ",
,
"Element 5 of the Data Agenda focuses on recruiting new talent, education, training and development of civil servants, setting up an infrastructure of datalabs and data science workspaces, promoting better data management, and changing the way of working within government organisations. For instance, government organisations are being encouraged to hire a Chief Data Officer and develop a data strategy, like more and more public bodies are doing. The Directorate CIO State is developing a blueprint for the role of Chief Data Officers. (6) Furthermore in 2019 the National Academy for Digitalisation and Computerisation in Government (RADIO) has launched an e-learning module on the impact and opportunities of digitisation for policy staff. They also organise different seminars, webinars, podcasts, e-learnings, access to Digi-Coaches, LinkedIn-groups, and courses to teach civil servants about data, cyber security, AI, digital skills, et cetera. (7) Also, in 2019 the government, together with the Technical University of Delft, started the Digicampus, where scientists, government bodies, businesses and citizens work together on digital government innovations to improve public service, including through use of data. (8) Furthermore, the Ministry of Interior Affairs and the Association of the Netherlands Municipalities, are developing international framework guidelines for responsible data use, through the working group 'Data Driven Public Sector' of the Organisation for Economic Cooperation and Development (OECD), which is chaired by the Netherlands. (9) For more examples, see the NL DIGITAL: Data Agenda Government (file attached). ",
,
"Additionally, there's the Learning and Expertise Point Open Government, which is focussed on sharing knowledge and experiences when it comes to open data. They offer tools and instruments and bring civil servants in contact with experts. For example, through the project 'Breakthrough with Open Data', open data relays were organised, where NGOs, governments and other stakeholders came together to solve social issues with data. Furthermore, they offer an Open Data Toolkit, with i.e. a roadmap and practical tips to get started with open data. (10) ",
,
"Lastly, the national data platform, Data.government.nl, offers open data knowledge and technical support. For example through the Open Data Guide, that civil servants can use to achieve open data within their organisation. (11) ",
,
"(1) Digitale Overheid, 'Data Agenda Overheid', https://www.digitaleoverheid.nl/overzicht-van-alle-onderwerpen/nieuwe-technologieen-data-en-ethiek/data-agenda-overheid/. ",
"(2) Digitale Overheid, 'Data Governance Self-Assessment tool', https://www.digitaleoverheid.nl/document/data-governance-self-assessment-tool/. ",
"(3) Digitale Overheid, 'Toolbox data-driven working', https://www.digitaleoverheid.nl/dossiers/toolbox-datagedreven-werken/. ",
"(4) DataweekNL, https://dataweeknl.nl/.",
"(5) Digitale Overheid, 'NL DIGITAL Data Agenda Government', 2020, p. 26-27 (file attached).",
"(6) Ibid., p. 28-31. ",
"(7) RijksAcademie voor Digitalisering en Informatisering Overheid, https://www.it-academieoverheid.nl/. ",
"(8) Digicampus, https://digicampus.tech/. ",
"(9) Digitale Overheid, 'NL DIGITAL Data Agenda Government', 2020, p. 31 (file attached). ",
"(10) Leer- en Expertisepunt Open Overheid, https://www.open-overheid.nl/. ",
"(11) Data.overheid.nl, 'Handreiking open data', https://data.overheid.nl/handreiking-open-data/"",3.0,1.0,1.0,38.25,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Western Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Tilburg,Tilburg,51.55,5.0833,NL,minor,Capacidades",
"New Caledonia,NCL,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There is evidence that the government is providing training to develop civil servants' data literacy and data skills.  Training is delivered primarily by a dedicated government organisation - the Institute of Public Administration Training (IFAP). Training is also occasionally delivered by external suppliers and experts from overseas.",
"Courses offered by IFAP cater for non-technical public servants, servants already working with data, including advanced training, training delivered covers specific technical topics for data centred roles.",
,
## Supporting evidence ,
(Attached file 1) Activity report of the IFAP : Institut de la formation de l'administration publique,
Institute of Public Administration Training,
(url 1) https://www.ifap.nc/sites/default/files/2021-07/rapport%202020.pdf,
,
(Attached file 2) Government of New Caledonia Digital and Modernization Department (DINUM) – Organigramme ,
(url 2) https://gouv.nc/file/22090/download?token=tBUT3C4p,
,
##Source Interviews : ,
"a) Interview : City hall of Nouméa the CDO, the DPO and RH Department ",
"City of Noumea, Head of Information Systems Security, Data Protection Officer",
(url1) website https://www.noumea.nc/en,
b) Post and Telecommunications Office,
The Directorate-General for Strategic Steering (DGDPS),
Foresight and data management officer,
IoDA Program - Data Governance & Open Data,
(url) https://office.opt.nc/fr/nous-connaitre/gouvernance/direction-generale,
"c) Interview : South Province : IT Departement, Geomatics department",
(url) https://www.province-sud.nc/,
"d) Interview : Northern Province - Information Systems Department, Head of Department Information Valorization Service and geomatics service url) https://www.province-nord.nc/",
"e) Interview : IFAP - Training Institute for Public Administration,Project Manager Digital Sector and General Education Sector  (url) https://www.ifap.nc/",
f) Interview : University Of New Caledonia - UNC Directorate of Studies and Student Life ,
(url) https://unc.nc/en/,
g) Interview Government of New Caledonia Digital and Modernization Department (DINUM) - The Digital Product Manager,
"(url ) Website https://gouv.nc/direction/numerique-et-modernisation"",2.0,0.6666666666666666,1.0,57.8,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Pacific Community (SPC),Melanesia,South and East Asia,Nouméa,Noumea,-22.2758,166.458,NC,primary,Capacidades",
"New Zealand,NZL,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The government has a strategy(1) and framework(2) to establish sustainable data capability across government. The Data Leadership team at StatsNZ has responsibility for this training(3). There is no online evidence that regular training has been provided. Data practice communities exist for Open data community forums, Government analytics network and Data and digital standards communities of practice (4).",
,
"1. NZ Government. 2018. Data Strategy and Roadmap for New Zealand, p15. https://www.data.govt.nz/leadership/data-strategy-and-roadmap-setting-the-direction-for-new-zealands-data/",
2. NZ Government. 2020. Data Capability Framework Guide. https://data.govt.nz/toolkit/data-capability-framework/data-capability-framework-guide/,
3. NZ Government. 2019. Data Leadership. https://www.stats.govt.nz/about-us/data-leadership/,
4. NZ Government. 2021. Data practice communities. https://data.govt.nz/toolkit/communities-and-groups/,
,
Other Sources,
"StatsNZ. July 2019. Fact-sheet: Data and Statistical Capability. https://www.stats.govt.nz/assets/Uploads/Data-leadership-fact-sheets/Fact-sheet-data-and-statistical-capability-framework-july-2019.pdf"",2.0,0.6666666666666666,1.0,5.6000000000000005,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Australia and New Zealand,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Auckland,Auckland,-36.8406,174.74,NZ,admin,Capacidades",
"Nigeria,NGA,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There is some evidence showing the Government's plan to prioritize digital literacy in the Country (1). However, Some of this evidence is just claims without plans for implementation yet. On the other hand, states like Kaduna State have already kickstarted initiatives to develop the skills of public servants in digital literacy and data analysis (2).",
,
Sources,
"(1) FG wants civil servants to be digital literates by 2022, Metro Daily paper.https://metrodailyng.com/2019/11/18/fg-wants-civil-servants-to-be-digital-literates-by-2022/",
,
"(2)Ishaya, Benjamin, KADSRRA Holds Digital Literacy Training For Kaduna Civil Servants, 2021,Leadership Newspaper. https://leadership.ng/kadsrra-holds-digital-literacy-training-for-kaduna-civil-servants/",
,
"(3)News Release: Digital Literacy Training: Danbatta Charges Nigerian Youths on Skills Application, 2021, NCC. https://www.ncc.gov.ng/media-centre/news-headlines/1042-news-release-digital-literacy-training-danbatta-charges-nigerian-youths-on-skills-application"",2.0,0.6666666666666666,1.0,25.2,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa,Lagos,Lagos,6.455,3.3841,NG,minor,Capacidades",
"Oman,OMN,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Omani government provides training to their civil servants through the institute of capability development (1). The only digital program available in this institute is the Digital fluency Program (2). The program focus on The future of work and the new economy,  Readiness for the future, Digital literacy, Government innovation, and Digital security. However there is no indication if  data literacy and data skills are part of such program.",
,
## References,
,
1- https://icd.gov.om/,
"2- https://icd.gov.om/?programs-initiatives=digital-fluency-program&lang=en"",1.0,0.3333333333333333,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Birzeit University,Western Asia,Middle East and North Africa,Masqaţ,Masqat,23.5889,58.4083,OM,primary,Capacidades",
"Panama,PAN,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The government is providing training to the public servants as a part of a sustainable plan to develop capacities on the use of open data.",
,
##Sources,
"(1) www.antai.gob.pa"",2.0,0.6666666666666666,1.0,54.000000000000014,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,ILDA,Central America,Latin America and the Caribbean,Panama City,Panama City,8.9833,-79.5167,PA,primary,Capacidades",
"Paraguay,PRY,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Civil servants in 15 public institutions received trainings about open data during the relevant time-frame for this study (1). In an interview, Open Government Director at the ICT Ministry, Derlis Meza, explained that most of the trainings were provided virtually due to the pandemic. Hence, there are no URLs or articles to these events. He clarified that they have 3 types of training: a. Introduction to open data, b. Prioritizing data that could be published, and c. Opening and publishing data. According to Meza, most trainings are about the first 2 topics, while the third happens rarely for public agencies willing to publish data. Hence, most trainings are open to technical and non-technical staff.",
,
Sources,
"(1) Interview with Derlis Meza, Director, Open Government Directorate, ICT Ministry."",1.0,0.3333333333333333,1.0,22.95,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,ILDA,South America,Latin America and the Caribbean,Asunción,Asuncion,-25.3,-57.6333,PY,primary,Capacidades",
"Peru,PER,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Regarding the training that would be provided to public servants, it is part of the National Strategy for Open Governmental Data of Peru 2017-2021 (1) whose line of action refers to 1: Establishment of the institutional and regulatory framework. In addition, courses on information management are becoming evident: """"Course: Induction in Geo-Information Management and Implementation of Spatial Data Infrastructures""""(2) and Course: Geodata Management System, distribution of Geonode-Peru of the Digital Government Secretariat (3) and new courses that the Presidency of the Council of Ministers intends to launch (4) PCM: Announces intensive courses on digital services and innovation for digital transformation. One of the entities in charge of providing the courses for the public sector is the national school of public administration (5), which will be required to deliver a certificate upon completion of a course. Evidence will be needed as courses, workshops and other training on open data continue to be implemented.",
,
(1)https://www.peru.gob.pe/estrategia.pdf,
(2)https://www.geoidep.gob.pe/nodos-idep/cursos-de-capacitacion-regular,
(3)https://www.geoidep.gob.pe/nodos-idep/cursos-de-capacitacion-regular,
(4) https://www.gybagenciadenoticias.com/tecnologia/4874-pcm-anuncia-cursos-intensivos-sobre-servicios-digitales-e-innovacion-para-la-transformacion-digital,
"(5)https://www.enap.edu.pe/"",1.0,0.3333333333333333,1.0,15.300000000000002,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,ILDA,South America,Latin America and the Caribbean,Lima,Lima,-12.06,-77.0375,PE,primary,Capacidades",
"Philippines,PHL,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Possibly due to the COVID-19 pandemic, training for civil servants on data literacy and skills were not done that much in 2020-2021 compared to other years amid skeleton workforces and shift in focus to address the pandemic. While the government encourages civil servants to take online learning and development opportunities instead (1), the challenge to participate on such when internet connection is still a challenge for some (2) makes it unfeasible for most. ",
,
"Some training opportunities also exist but with paid attendance, which adds another barrier for accessible learning toward professional development. The challenge now for capacity-building agencies like the Development Academy of the Philippines would be to keep these training opportunities cheap or free and accessible to all public servants across the country.",
,
Sources:,
,
(1) https://contactcenterngbayan.gov.ph/8-news/311-take-advantage-of-online-learning-civil-servants-told,
,
"(2) https://cnnphilippines.com/life/culture/2020/5/20/internet-access-pandemic.html"",1.0,0.3333333333333333,1.0,22.95,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,East-West Management Institute Inc. (EWMI),South-Eastern Asia,South and East Asia,Manila,Manila,14.5958,120.9772,PH,primary,Capacidades",
"Portugal,PRT,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Although Portugal still ranks poorly in digital qualification when compared to EU average, there has been some important work already accomplished in order to improve the situation. ",
There are mainly ,
"A national initiative called (1) INCoDe.2030, which embodies a dedicated team, sets the long-term goal to improve the level of digital skills of the Portuguese people in a time frame that extends to 2030. This initiative has, for example, led to the creation of (2) """"Centro de Competências Digitais da Administração Pública (TicAPP)"""" which specifically deals with digital competences of public servants.",
,
The agency that implements all training is INA. (3),
,
"In 2020 the government launched Portugal Digital, an action plan designed to be the country's digital transformation engine (4).",
,
(1) INCoDe.2030 https://www.incode2030.gov.pt/,
(2) TicAPP https://ticapp.gov.pt/en/,
(3) Website of INA https://www.ina.pt/,
"(4) Website of initiative """"Portugal Digital"""" https://portugaldigital.gov.pt/"",3.0,1.0,1.0,58.50000000000001,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Southern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Porto,Porto,41.1621,-8.622,PT,admin,Capacidades",
"Qatar,QAT,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Qatar have a QDG training Program in to boost the government ICT professional capacity to serve the Digital transformation of Qatar's government (1). The program provides 121 course in partnership with IT professionals and universities.",
,
## References,
,
"1- https://www.motc.gov.qa/en/qdgtp"",3.0,1.0,1.0,40.5,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Birzeit University,Western Asia,Middle East and North Africa,Doha,Doha,25.2867,51.5333,QA,primary,Capacidades",
"Romania,ROU,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The National Institute of Administration is the institution that deals with the organization of governmental training courses for civil servants. Regarding the topics addressed, although they are diverse, there is no separate area that deals strictly with the training of officials on data management. Rather, they are addressed in other larger topics, such as data protection or information security(2).",
Sources,
(1):http://ina.gov.ro/perfectionare-profesionala/ ,
"(2): http://ina.gov.ro/wp-content/uploads/2019/08/2019_Gril%C4%83-prog-perf.pdf"",2.0,0.6666666666666666,1.0,11.2,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Eastern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Bucharest,Bucharest,44.4325,26.1039,RO,primary,Capacidades",
"Russia,RUS,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Several federal universities, such as RANEPA (Russian Presidential Academy of National Economy and Public Administration) [1] and University 20.35 [2] have well established regular widespread education process for CDTO (Chief Digital Transformation Officer) and CDO (Chief Data Officer) roles education programs for government bodies.",
,
##Sources,
[1] https://cdto.ranepa.ru/,
"[2] https://2035.university/upload/iblock/af6/af6261a9bcf32768c899f4072e5d08f5.pdf"",3.0,1.0,1.0,85.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,InfoCulture Russia,Eastern Europe,Eastern Europe and Central Asia,Moscow,Moscow,55.7558,37.6172,RU,primary,Capacidades",
"Rwanda,RWA,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There is no standalone training scheme for data literacy and data skills designed for civil servants, but the country disposes a single framework for capacity development that is inclusive for all domains. Capacity building efforts in Rwanda have been characterized by standalone, overlapping and duplicative interventions, leading to inefficiency and wastage of resources. In response to this challenge was the development of Multi-Sector Capacity Building Programme which was set up in 2001 (1); ",
,
"12 years later, the Programme was transformed into National Capacity Building Secretariat with the mandate to strengthen the national workforce and organizations that deliver quality services to achieve national development agenda (2);",
,
"Again in 2018, in order to make capacity development more professional, the secretariat was changed into Chief Skills Office under Rwanda Development Board which is mandated to provide effective oversight and coordination in the skills development and employment promotion ecosystem throughout the whole Rwanda (3). ",
,
Sources:,
"(1) Rwanda country report, 2007. Capacity ",
"    development and building a Capable state, Page ",
    11. https://www.mifotra.gov.rw/fileadmin/user_upload/Mifotra/Publication/_REPORTS_AND_PUBLICATIONS/AGF_RWANDA_Building_a_Capable_State_Rwanda_Country_Paper.pdf ,
,
(2) RocketReach. National Capacity Building Secretariat ,
    Information.,
    https://rocketreach.co/national-capacity- ,
     building-secretariat-profile_b5603e71f622f0b5,
,
(3) Rwanda Development Board. Mandate. ,
"    https://rdb.rw/skills/#about"",1.0,0.3333333333333333,1.0,35.1,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Eastern Africa,Africa,Kigali,Kigali,-1.9439,30.0594,RW,primary,Capacidades",
"Saint Lucia,LCA,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The evidence of training in data literacy and data skills was found in the Training Catalogue of the Saint Lucia Public Service Training Institute(1), which not only detailed several data-related training courses, but also provided a report on participation during the previous year. Additional evidence of such training found online was a data collection training course executed by the Department of Sustainable Development to facilitate the National Environment Information System (NEIS) (2).",
Sources,
(1)Training Catalogue of the Saint Lucia Public Service Training Institute 2019-2020. http://www.govt.lc/publications/training-catalogue-2019-2020,
"(2)""""Training of Stakeholders from Department of Sustainable Development,"""" 2019. https://www.facebook.com/447248662058942/posts/further-training-of-stakeholders-in-data-management-from-the-department-of-susta/2294837603966696/"",2.0,0.6666666666666666,1.0,36.00000000000001,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,The Caribbean Open Institute (COI),Caribbean,Latin America and the Caribbean,Castries,Castries,14.0167,-60.9833,LC,primary,Capacidades",
"Saudi Arabia,SAU,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""IPA (institute of public administration) is the official entity responsible for training civil servants in Saudi Arabia (1).",
,
## References,
,
"1- https://www.ipa.edu.sa/en-us/About/Pages/default.aspx"",3.0,1.0,1.0,40.5,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Birzeit University,Western Asia,Middle East and North Africa,Riyadh,Riyadh,24.6333,46.7167,SA,primary,Capacidades",
"Senegal,SEN,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,Government did not take action to train public servant as a statistical school exist. This school trains specialists whose positions are not guaranteed after graduation. It can offer training for the latter but on an ad hoc basis.,0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa,Dakar,Dakar,14.6928,-17.4467,SN,primary,Capacidades",
"Sierra Leone,SLE,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Sierra Leone does not currently have any comprehensive framework for planning and implementing data literacy training for public servants(1).",
,
"However, there are pieces of evidence that some ministries, departments, and agencies implement training programs for staff members on basic data literacy and data skills. The Ministry of Finance, for instance, has previously organized Stata training for its staff(1).",
,
###Reference,
"(1)Interview with Alhaji Abu Komeh, Deputy Director,  Research and Delivery Division, Ministry of Finance"",1.0,0.3333333333333333,1.0,40.8,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa,Freetown,Freetown,8.4844,-13.2344,SL,primary,Capacidades",
"Slovakia,SVK,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""National Data office (DataLab) (1) provides trainings for public officials and organizes individual meetings.  Participants receive a certificate of completion of the training, which is delivered by and certificates are issued by the data office.",
The training does not seem to place specific restrictions regarding the technical role and ability of the public servants and most of the resources are available to everyone via video recordings on a Youtube channel of the DataLab team. (2),
"(1) DataLab, Ministry of Investments, Regional Development and Informatization of the Slovak Republic  https://datalab.community",
"(2) Dátová Kancelária (Data Office) - Youtube channel. https://www.youtube.com/channel/UCF-rmyKJ9pE49CP8-rUi4mQ"",2.0,0.6666666666666666,1.0,46.8,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Eastern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Bratislava,Bratislava,48.1439,17.1097,SK,primary,Capacidades",
